	BFH12_S130	BH09_S83	BFH35_S153	BSE93_S121	BH47_S108	BH52_S112	BH36_S101	BFH33_S151	BFH9_S127	FH6_S167	BH10_S84	BFH15_S133	BFH22_S140	BFH31_S149	BH50_S111	BH30_S94	BFH32_S150	BFH6_S125	BFH8_S126	BSE100_S122	BFH20_S138	BFH21_S139	BFH14_S132	BFH24_S142	FH1_S162	BH34.B_S99	BH34.A_S98	BH06_S81	BSE79_S120	BH20_S88	BFH17_S135	BH31_S95	BH11_S85	BFH36_S154	BH22_S89	BFH38.B_S157	BH45_S106	BH61_S116	FH5_S166	BFH25_S143	BFH41_S160	BFH18_S136	BH59_S114	BH13_S86	BH03_S78	BH38_S103	BFH40_S159	BH33_S97	BH32_S96	BFH13_S131	BFH4_S124	BFH10_S128	BFH39_S158	BFH19_S137	BH37_S102	FH8_S169	BH04_S79	BH25_S91	BH01_S76	BFH23_S141	BH58_S113	BFH38.A_S156	BH14_S87	BSE74_S119	BH05_S80	BFH1_S123	FH3_S164	BH63_S118	BH48_S109	BFH34_S152	BFH28_S146	BH07_S82	BFH11_S129	BH44_S105	FH10_S171	FH9_S170	BFH27_S145	BFH29_S147	FH7_S168	BFH16_S134	FH4_S165	BH02_S77	BH29_S93	BH39_S104	BH60_S115	BH62_S117	BH27_S92	BFH26_S144	BH35_S100	BFH37_S155	FH2_S163	BFH42_S161	BH46_S107	BH24_S90	BH49_S110	BFH30_S148
OXA-664_ARO:3004479_EOR02560.1	0	0	1	0	0	0	4	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	0	33	0	0	0	3	8	0	1	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	0	3	0	50	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	7
TLA-2_ARO:3003203_CAG27800.1	8	0	2	0	4	1	6	1	12	0	0	0	16	0	41	10	2	17	12	0	45	0	0	1	0	11	3	0	0	0	1	3	0	1	0	0	14	0	0	0	2	4	62	2	1	8	8	1	2	1	3	43	2	2	9	0	0	0	0	1	76	0	0	0	0	15	0	0	8	3	2	0	8	20	0	1	0	1	0	31	0	6	14	3	100	0	6	1	25	3	0	1	0	0	31	3
OXA-75_ARO:3001620_CAP01453.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KPC-4_ARO:3002314_ACA34343.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OKP-B-3_ARO:3002436_CAJ19611.1	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	6	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	15
TEM-146_ARO:3001013_AAZ14084.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
dfrA16_ARO:3003014_AAK60186.1	0	2	29	1	12	0	3	36	2	1	1	5	2	24	3	2	7	0	1	0	7	7	0	0	0	0	2	0	0	0	2	0	0	4	0	35	1	3	0	14	17	4	2	5	3	7	13	0	9	7	0	3	26	27	3	0	0	0	4	22	9	36	0	0	2	0	1	0	7	44	7	0	2	3	0	0	1	23	0	10	4	28	17	2	7	4	2	15	2	26	1	2	0	0	6	6
OXA-53_ARO:3001810_AAP43641.1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0
mphI_ARO:3003991_APB03226.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTX-M-74_ARO:3001935_ACS32293.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-308_ARO:3001763_ENV32314.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OKP-A-7_ARO:3002424_CAJ19605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_ARO:3004661_EHS19134.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMP-42_ARO:3002233_BAM62793.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	21	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CcrA_ARO:3000578_AAA22904.1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	6	2	2	0	1	0	4	1	0	11	0	0	0	0	0	6	1	0	0	0	0	5	0	0	0	0	127	0	0	1	1	0	0	0	0	0	0	2	24	0	0	0	0	0	0	0	5	0	2	0	1	0	2	0	2	0	0	0	2	0	0	0	18	0	5
CTX-M-83_ARO:3001944_ACI29345.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ACT-9_ARO:3001826_AEI70575.1	0	0	12	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	289	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	2	3
GES-10_ARO:3002339_ACS73598.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
TEM-109_ARO:3000972_AAT46413.1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
lrfA_ARO:3003967_AAC43550.1	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMY-53_ARO:3002064_ADQ38362.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mtrE_ARO:3000812_CAA64891.1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
MOX-5_ARO:3002188_ACS44783.1	3	0	43	1	0	5	0	3	0	2	0	0	0	3	0	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	25	0	11	0	0	98	6	15	0	0	26	0	0	8	0	1	0	0	0	17	3	0	1	0	0	0	4	1	24	0	0	0	0	0	0	36	4	2	0	0	0	0	1	0	2	0	0	41	0	1	0	1	1	0	8	0	91	1	1	0	0	0	7
bmr_ARO:3003007_AAA22277.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
aadA11_ARO:3002611_AAV32840.1	0	0	35	1	1	0	1	1	0	0	0	1	8	0	0	0	1	1	3	0	4	0	0	0	4	0	4	0	0	0	0	2	1	0	0	10	0	0	0	9	1	3	1	5	2	0	1	0	10	0	0	0	0	0	1	0	0	0	0	1	0	8	0	0	1	0	3	0	6	9	0	0	3	5	0	3	0	5	2	0	0	0	0	0	0	0	1	0	1	4	21	1	0	0	0	4
IND-11_ARO:3002267_ADK25050.1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEM-16_ARO:3000887_CAA46346.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA19_ARO:3003015_CAC81324.1	0	0	4	0	0	0	0	13	0	0	0	0	42	1	2	0	9	0	1	0	0	1	0	0	0	0	0	0	0	0	13	0	0	83	0	24	0	0	1	55	9	0	2	1	0	0	1	0	1	0	1	0	14	63	0	0	0	0	1	3	3	31	0	0	0	0	0	0	1	0	8	0	0	3	0	0	0	5	0	4	0	54	0	0	10	0	2	0	0	10	0	0	0	0	0	6
OXA-427_ARO:3003115_ARO85965.1	1	0	425	0	3	3	5	20	0	13	0	1	1	15	0	7	7	4	0	0	6	1	0	1	61	7	1	0	0	0	0	3	0	172	0	122	2	0	1102	37	68	1	1	68	1	0	28	4	6	0	0	0	32	43	2	13	0	1	9	55	2	117	0	0	0	2	12	5	45	23	41	1	0	1	3	64	0	43	9	2	478	9	3	1	1	1	0	27	1	693	5	1	0	0	1	63
OXY-5-1_ARO:3002411_CAI43417.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-251_ARO:3001500_AER57903.1	0	0	0	0	0	17	3	0	0	0	0	0	4	1	0	1	0	0	3	1	4	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	1	0	0	1	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	1	1	1	0	0	5	0	0	1
vanN_ARO:3002912_AEP40500.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
QnrB36_ARO:3002751_AEL00458.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(6')-Ip_ARO:3002559_CAA91010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(6')-29a_ARO:3002583_WP_064190968.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAC(6')-Ib-Suzhou_ARO:3002591_ABU55430.1	2	66	189	2	1	0	15	39	0	0	64	0	7	47	5	5	1	2	0	0	9	0	0	1	84	2	3	1	0	1	0	1	0	36	1	16	5	1	0	12	19	0	29	4	0	6	10	0	4	0	0	1	53	250	2	2	0	2	2	24	20	22	1	0	1	1	0	0	60	4	13	0	0	2	0	0	0	36	6	0	5	38	14	1	30	0	8	52	4	26	4	0	0	0	14	66
TEM-214_ARO:3001391_AJO16044.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
QnrB33_ARO:3002748_AEL00451.1	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CMY-57_ARO:3002068_ADP37961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOX-9_ARO:3002163_AEK78851.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erm(38)_ARO:3000601_AAN86837.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXA-119_ARO:3001775_AAN41427.1	14	0	43	0	669	1	60	2	0	9	1	621	28	3	19	71	37	2	43	0	42	3	6	0	29	53	51	0	0	0	13	82	1	2	0	21	49	100	0	7	13	6	9	5	18	35	20	16	41	24	27	13	11	4	27	18	1	0	2	6	16	14	3	0	24	12	24	0	36	13	7	9	2	35	0	0	1	17	22	11	0	19	100	8	14	56	261	4	70	3	66	5	5	0	90	8
QnrB10_ARO:3002724_ABG56269.1	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	2	0	0	1	0	0	0	0	0	16	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	7	0	0	2	1	0	7	5	0	0	0	0	15
PDC-10_ARO:3002509_ACQ82815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT-1_ARO:3001857_CAA55007.1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
emrA_ARO:3000027_BAA16547.1	3	28	21	7	2	1	13	85	8	13	39	2	27	69	7	3	5	6	1	2	7	5	2	1	37	11	11	2	0	4	0	6	2	7	6	29	1	5	174	6	63	1	4	8	0	5	42	5	2	0	5	3	185	400	1	113	0	25	3	9	7	28	1	0	0	6	4	1	14	21	81	0	1	2	0	3	0	43	151	11	28	36	3	6	18	3	7	19	2	90	8	1	1	4	11	247
CMY-55_ARO:3002066_ADK55605.1	0	0	0	0	0	0	4	0	0	0	0	2	1	0	0	1	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	3	0	2	0	0	0	0	0	2
rmtB_ARO:3000860_CAP07796.1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMY-80_ARO:3002093_AFK73449.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ceoA_ARO:3003009_AAB58160.1	0	13	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadA17_ARO:3002617_ACK43806.1	175	2	230	31	55	45	209	152	46	29	19	70	308	378	167	172	176	253	125	4	210	42	23	2	312	102	105	12	1	0	14	73	2	148	1	97	114	58	11	120	129	91	408	170	52	145	89	20	144	25	74	95	110	535	91	18	1	9	105	259	502	114	24	2	74	63	38	1	428	97	158	31	181	131	0	30	4	286	29	67	83	819	191	38	408	35	190	428	156	464	130	49	61	0	228	146
mefB_ARO:3003107_ACJ63262.1	30	0	0	5	75	1	95	12	5	0	0	10	15	3	130	70	13	162	50	0	36	4	4	0	6	240	226	28	0	0	2	74	2	0	0	29	148	124	0	1	26	46	40	9	73	48	57	41	23	112	30	23	37	131	28	2	0	0	0	4	42	36	24	0	152	47	8	1	145	9	11	1	30	126	0	12	2	20	4	89	5	0	88	181	41	84	26	4	65	1	11	7	294	3	95	41
OXA-9_ARO:3001404_AAA98406.1	2	0	27	0	2	0	6	0	0	0	0	0	1	1	1	7	0	0	0	2	1	0	0	0	401	4	2	1	0	0	1	0	0	3	0	0	0	0	0	5	2	1	0	4	9	4	2	2	8	0	0	0	1	2	6	8	0	0	0	0	0	3	0	0	0	1	4	0	16	2	0	0	3	2	0	0	0	19	21	0	0	9	4	1	0	0	2	22	13	0	0	0	0	0	8	3
FosC2_ARO:3002874_BAJ10053.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mepA_ARO:3000026_AAU95768.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ErmY_ARO:3002825_BAB20748.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	11	0	0	0	0	0	131	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8
AAC(6')-Ib9_ARO:3002580_AAD02244.1	0	4	53	0	1	1	3	11	0	0	7	1	2	16	2	1	5	6	0	0	6	0	0	0	63	0	0	0	0	0	0	0	0	7	0	6	0	1	0	3	3	0	3	1	0	0	0	0	1	0	0	7	4	38	0	3	0	0	0	7	6	7	0	0	1	1	3	0	8	2	4	0	7	0	0	0	0	5	0	0	3	4	3	0	4	0	3	8	2	29	12	0	0	1	6	11
dfrB4_ARO:3004498_AKF12264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
aadA13_ARO:3002613_ABW91178.1	66	0	24	13	411	264	77	25	21	0	0	146	31	10	43	129	29	21	326	14	56	2	6	0	7	85	54	16	0	0	1	156	0	7	0	25	15	77	0	190	41	76	17	15	22	36	47	26	99	116	9	151	48	17	51	3	1	0	1338	99	15	45	8	0	23	84	18	0	56	21	50	11	22	14	0	9	1	47	9	34	9	27	169	24	18	39	256	37	101	5	17	24	238	1	61	22
cepA_ARO:3003559_AAA21532.1	2	0	0	0	1	0	0	4	5	13	0	0	0	0	1	0	15	0	0	0	0	0	0	0	9	0	3	3	0	1	0	4	0	0	2	2	0	5	0	0	15	0	0	0	0	0	6	3	0	1	0	0	17	0	0	12	0	91	0	0	2	1	0	0	1	0	5	0	8	0	0	1	0	0	0	2	0	3	13	1	4	0	0	3	3	3	0	0	0	0	6	0	0	0	6	8
AAC(3)-VIa_ARO:3002540_AAA16194.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
