"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Class"	"Cluster_name"	"Gene"	"n"
"11"	"sp1074"	102.295769678061	-1.4936156738582	0.517114365177957	-2.88836623856736	0.00387248694012093	0.00821915595454238	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-251_1_JN118546"	30
"339"	"sp2826"	85.5529659365433	-1.50316761694453	0.48636837715576	-3.09059488146603	0.00199755972002714	0.00458263700476815	"Sulphonamide"	"sul2_7_clust"	"sul2_3_HQ840942"	32
"539"	"sp873"	145.180131270977	-1.50377745665003	0.498875543739615	-3.01433388651923	0.00257544201957427	0.00573955650076552	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-17_1_DQ902344"	31
"104"	"sp166"	221.201986328032	-1.51318137973376	0.504022551986034	-3.00220967052223	0.00268027500373292	0.00590291153763298	"Aminoglycoside"	"aadA2_1_clust"	"aadA3_1_AF047479"	31
"238"	"sp2469"	13.7468121221311	-1.52027449611127	0.683710011780243	-2.2235662341009	0.0261776424706207	0.0446307347040091	"Macrolide"	"erm(35)_1"	"erm(35)_1_AF319779"	24
"553"	"sp94"	197.893024598199	-1.53353489969873	0.651759123896757	-2.35291665812054	0.0186268084180585	0.0330829083098724	"Aminoglycoside"	"aph(2'')-Ia_2_clust"	"aph(2'')-Ia_3_AJ536195"	33
"121"	"sp183"	113.072679835002	-1.5564253382485	0.465058961685288	-3.3467269023444	0.000817717267718613	0.00214393098763199	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA22_1_AM261837"	33
"137"	"sp2002"	4.87327752158407	-1.55949847422138	0.714296827553205	-2.18326389543598	0.0290163817472841	0.0484123588510837	"Betalactam"	"blaCTX-M-211_1_clust"	"blaCTX-M-210_1_MH067960"	18
"254"	"sp253"	212.09968676369	-1.56325089298484	0.520061778544948	-3.00589460228855	0.00264800765460397	0.0058456018035597	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA24_1_DQ677333"	32
"79"	"sp155"	266.556691499004	-1.5749958141507	0.674844428272883	-2.33386503342934	0.0196027901866927	0.0346847100467758	"Aminoglycoside"	"aph(2'')-Ia_2_clust"	"aac(6')-aph(2'')_1_M13771"	32
"486"	"sp530"	7.2890432657265	-1.5944620022363	0.726415553723941	-2.19497227731751	0.0281655864342255	0.0472454998251525	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-25_1_EU515249"	19
"509"	"sp574"	24.8060553050377	-1.60520190657668	0.713611492683243	-2.24940590648418	0.0244866831672445	0.0420541934762217	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-76_1_JQ733573"	25
"108"	"sp171"	168.18548477889	-1.60701063315239	0.445056222560369	-3.6108036506206	0.000305249693428901	0.000942949548017991	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA8_1_AF326210"	32
"151"	"sp2052"	8.22653082380443	-1.60840629150908	0.697713777069491	-2.30525230312155	0.021152447139058	0.0370068981722584	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-139_1_KU641016"	20
"535"	"sp866"	252.476794950688	-1.62400919873442	0.482225785365773	-3.36773612697336	0.000757880955872981	0.00202101588232795	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-10_1_J03427"	32
"236"	"sp245"	34.0551357005864	-1.63260677700462	0.670943394324729	-2.43330032133003	0.0149618853157492	0.027245767812337	"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_2_AY138987"	27
"210"	"sp2319"	18.5778928915479	-1.63311423350952	0.653681797268529	-2.49833212479472	0.012477922730436	0.0234524812764821	"Polymyxin"	"mcr-5.1_1_clust"	"mcr-5.2_1_MG384740"	29
"342"	"sp2830"	130.73092061986	-1.64627564928966	0.559765741083203	-2.94100822623398	0.00327145845732319	0.00703927612886094	"Sulphonamide"	"sul2_7_clust"	"sul2_8_AJ877041"	31
"3"	"sp1022"	20.0138959375381	-1.66291946769529	0.640260073412938	-2.5972562350031	0.0093971794032675	0.018248464567341	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-183_1_HQ111474"	24
"552"	"sp93"	240.277083616751	-1.67482619366681	0.685744894709465	-2.44234584404218	0.0145921601279214	0.0266762927338562	"Aminoglycoside"	"aph(2'')-Ia_2_clust"	"aph(2'')-Ia_2_AP009486"	32
"460"	"sp435"	7.34079862883342	-1.67663374695448	0.750296991038402	-2.23462677710335	0.0254418613882746	0.0435348853005942	"Betalactam"	"blaCMH-3_1"	"blaCMH-3_1_KX192165"	18
"282"	"sp2647"	120.009588347841	-1.71271875352406	0.51380133518029	-3.33342604670943	0.000857834730794538	0.0022303703000658	"Phenicol"	"floR_1_clust"	"floR_1_AF071555"	32
"541"	"sp875"	20.6938634337961	-1.72033344821874	0.707940745689891	-2.43005288040353	0.0150966200371428	0.0273845665790032	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-19_1_AF043381"	23
"257"	"sp254"	119.264097141166	-1.73151614632466	0.431049118048297	-4.01698106741203	5.89484579814849e-05	0.000201371374710474	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA8b_1_AY139603"	32
"354"	"sp2842"	87.842402215563	-1.73378343073977	0.556523670340334	-3.11538129129261	0.00183707274806221	0.00423522190193652	"Sulphonamide"	"sul2_7_clust"	"sul2_21_AB366440"	31
"485"	"sp53"	44.9647052392858	-1.75310546201885	0.599627476034418	-2.92365765760577	0.00345944986799271	0.00737595689394346	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_4_AF458082"	29
"351"	"sp2839"	98.5223089783711	-1.75397170772206	0.512055663319924	-3.42535359603318	0.000613999749087814	0.00169030519160645	"Sulphonamide"	"sul2_7_clust"	"sul2_18_AJ830714"	32
"136"	"sp200"	8.00212335009408	-1.75993631373005	0.707992616037348	-2.48581167919583	0.0129256345352291	0.0240524730118776	"Aminoglycoside"	"aph(3')-Ib_1_clust"	"aph(3')-Ib_1_M20305"	17
"367"	"sp2867"	296.203597437669	-1.78473876586341	0.669780090561703	-2.66466380684242	0.00770653235205171	0.0154792151963957	"Tetracycline"	"tet(32)_1_clust"	"tet(32)_2_EF626943"	33
"338"	"sp2825"	142.954471756367	-1.78524756753654	0.529249288440808	-3.37316951865152	0.000743081889264667	0.00199290730186742	"Sulphonamide"	"sul2_7_clust"	"sul2_2_AY034138"	32
"537"	"sp869"	148.357338032284	-1.79259536722174	0.514844241336827	-3.48182075916233	0.000498016926000881	0.0014125570992025	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-14_1_KJ420612"	31
"531"	"sp858"	48.0699724688521	-1.80244504749449	0.639895922566259	-2.81677845401156	0.00485079736606181	0.0101347016398077	"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-1_1_HQ170510"	28
"538"	"sp872"	93.9059704878163	-1.80696241054342	0.538831402254145	-3.35348385967147	0.000798010679018339	0.00209866762752613	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-16_1_AF043100"	30
"146"	"sp2046"	9.36752840238236	-1.81801296026468	0.730942336708786	-2.48721803206892	0.0128746467535911	0.0240131011727252	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-145_1_KX470426"	21
"159"	"sp2063"	6.00003941534417	-1.82305637350795	0.7947531514773	-2.29386491908742	0.0217982590294446	0.0379241086460226	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-125_1_KM985463"	16
"514"	"sp586"	7.55958782212339	-1.82587125581946	0.799527127894821	-2.28368893576761	0.0223898187656112	0.0387751853067999	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-99_1_KF305673"	16
"8"	"sp1058"	95.8666630626337	-1.83869749825662	0.451990301562014	-4.06800210513887	4.74179530990608e-05	0.000166229228841651	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-233_1_KJ657570"	33
"456"	"sp405"	149.143213834521	-1.83997537477015	0.515176193869397	-3.57154580639765	0.000354880463474703	0.00107497771460298	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-520_1_KX388630"	31
"424"	"sp3038"	27.2366707268555	-1.85093463003564	0.804376450321888	-2.30108008420057	0.0213871048258621	0.0372780821545753	"Trimethoprim"	"dfrA1_1_clust"	"dfrA1_2_HM055363"	19
"457"	"sp419"	33.4360927143754	-1.85185766878349	0.707405638349754	-2.61781581654273	0.00884945563649913	0.0173986032606666	"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-534_1_KX714285"	26
"488"	"sp533"	7.2166113825981	-1.85231564131637	0.758013786748316	-2.44364373537628	0.0145397765365459	0.0266342389809276	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-28_1_EF561644"	18
"560"	"sp990"	97.3335058100193	-1.85537895571943	0.511925839973771	-3.62431198201383	0.000289731700593216	0.000897976396540565	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-142_1_LC169567"	32
"350"	"sp2838"	96.2634343883689	-1.85622955624036	0.535804129195328	-3.46438083451886	0.00053145354373984	0.00150284144090783	"Sulphonamide"	"sul2_7_clust"	"sul2_17_U57647"	32
"380"	"sp2902"	177.601177971173	-1.85668262769622	0.58671021794438	-3.16456501167027	0.00155314959606408	0.00367108086342419	"Tetracycline"	"tet(G)_1_clust"	"tet(G)_3_S52437"	32
"139"	"sp2037"	10.6175793014316	-1.8636790062593	0.692002317231952	-2.69316873636221	0.0070776439230599	0.0143391227532123	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-154_1_MF196231"	22
"70"	"sp1469"	6.17376120772566	-1.86574973608961	0.814807906312261	-2.28980318138272	0.0220327286619864	0.0382609165633011	"Betalactam"	"blaCMY-150_2_clust"	"blaBIL-1_1_X74512"	14
"471"	"sp513"	7.90519300452634	-1.87703262983333	0.752966213561337	-2.49285106825106	0.0126721986946905	0.0237698957479565	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-5_1_Y17716"	19
"337"	"sp2824"	80.0183752067769	-1.88014396717113	0.547003077524867	-3.4371725579289	0.000587820982120839	0.00163750130733662	"Sulphonamide"	"sul2_7_clust"	"sul2_1_AF542061"	32
"93"	"sp159"	1918.22012584953	-1.9080080050501	0.470061829614845	-4.05905752146152	4.92711765677723e-05	0.000170806745434944	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"ant(3'')-Ia_1_X02340"	33
"118"	"sp179"	145.284762621303	-1.91020156213821	0.583792651866796	-3.27205482294091	0.00106768870425455	0.00264926295784712	"Aminoglycoside"	"aadA2_1_clust"	"aadA15_1_DQ393783"	31
"341"	"sp2829"	117.661078485598	-1.92526381766184	0.523954316291749	-3.67448794255149	0.000238326897988433	0.000756182971244656	"Sulphonamide"	"sul2_7_clust"	"sul2_7_HM486907"	32
"156"	"sp2058"	8.48371817343676	-1.9265356029273	0.774610393441598	-2.48710270251822	0.0128788213554573	0.0240131011727252	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-131_1_KP281294"	16
"346"	"sp2834"	97.5724294877368	-1.94352061605555	0.521419828211809	-3.72736231132748	0.000193494206259628	0.000622373117041277	"Sulphonamide"	"sul2_7_clust"	"sul2_12_AF497970"	32
"492"	"sp538"	7.77473278836571	-1.95226622591441	0.763973526058086	-2.55541083470212	0.0106062530989377	0.0203015396740403	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-35_1_EF394371"	18
"223"	"sp2412"	854.288469790449	-1.96184821970803	0.799434789318723	-2.45404408954971	0.0141259660721138	0.0260273705580679	"Macrolide"	"ere(A)_5_clust"	"ere(A)_6_DQ157752"	32
"472"	"sp514"	10.9618052103756	-1.97688520654783	0.755356441384892	-2.61715542257553	0.0088665958924551	0.0173986032606666	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-6_1_AJ011293"	19
"345"	"sp2833"	106.361662235064	-1.98123874531915	0.561993535130885	-3.525376399317	0.000422881464575709	0.00122543978589122	"Sulphonamide"	"sul2_7_clust"	"sul2_11_AY232670"	29
"475"	"sp518"	6.59048712873764	-1.98721414801991	0.78617218038969	-2.52770855747515	0.0114809612252007	0.0217534002161698	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-12_1_Y16785"	15
"551"	"sp922"	133.132872982575	-1.9963553111752	0.444842971147919	-4.48777532895169	7.19707683594124e-06	2.89118623109056e-05	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-74_1_EU161636"	32
"138"	"sp2035"	9.0156916070041	-1.99681078604654	0.759434545972109	-2.62933888988489	0.0085551058490193	0.0170374022865576	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-156_1_MF770636"	19
"17"	"sp112"	58.6080308667399	-2.00588009662667	0.64612611180692	-3.1044714955369	0.00190619294154625	0.00438377541348228	"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_1_X51534"	27
"533"	"sp862"	20.3524454253834	-2.01689885565694	0.588397519429789	-3.42778273030705	0.000608532274603387	0.00168516629890169	"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-4_1_AY162283"	28
"347"	"sp2835"	99.5583525372137	-2.02480379913726	0.524331820902279	-3.86168399173818	0.000112608160327164	0.000369828905495528	"Sulphonamide"	"sul2_7_clust"	"sul2_13_AJ289135"	32
"199"	"sp2261"	501.298543454034	-2.04732357100147	0.934141822539793	-2.19166246666389	0.0284038877967993	0.0475599981713849	"Betalactam"	"blaPAU-1_1"	"blaPAU-1_1_MH053445"	31
"368"	"sp2870"	32.3530812641626	-2.06401907903637	0.808944870644169	-2.55149535393281	0.0107261754218195	0.020405894704925	"Tetracycline"	"tet(44)_1_clust"	"tet(44)_1_NZ_ABDU01000081"	28
"511"	"sp583"	8.82245129317969	-2.0774408313364	0.780924934547141	-2.6602311431394	0.00780870421468746	0.0156508504174464	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-94_1_JX514368"	18
"66"	"sp1447"	6.9370484289042	-2.07772573163168	0.828122039440209	-2.50896079644997	0.012108692217016	0.0228964361921757	"Betalactam"	"blaTLA-1_1"	"blaTLA-1_1_AF148067"	14
"344"	"sp2832"	95.706390439578	-2.08789136024741	0.546869505140441	-3.81789684855662	0.000134594175155794	0.000438955219323427	"Sulphonamide"	"sul2_7_clust"	"sul2_10_AM183225"	32
"536"	"sp867"	123.805654960475	-2.08831889152214	0.54026153173318	-3.86538513083234	0.000110914041299917	0.000365547685410993	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-11_1_Z22590"	30
"544"	"sp884"	20.5669858683656	-2.08980374719241	0.669676535519792	-3.12061665050028	0.00180472803577408	0.0041709270160112	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-28_1_AF231133"	25
"549"	"sp904"	53.6623928808381	-2.09602129038749	0.666384043250008	-3.14536536644098	0.00165879524657797	0.00386007705136151	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-56_1_AY445080"	29
"150"	"sp2051"	10.1171761940189	-2.10611418568149	0.762327059482777	-2.7627435750614	0.00573177771247981	0.0118693449975246	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-140_1_KX354367"	19
"348"	"sp2836"	139.458109733435	-2.11085814893106	0.530674272107925	-3.97769076037243	6.95877907015853e-05	0.000235141415511494	"Sulphonamide"	"sul2_7_clust"	"sul2_14_AJ514834"	32
"65"	"sp1445"	12.5065161689163	-2.13209389789978	0.959280527848852	-2.22259686921918	0.0262429955202429	0.0446608069217224	"Betalactam"	"blaBES-1_1"	"blaBES-1_1_AF234999"	11
"148"	"sp2049"	8.96469912634927	-2.13384596289842	0.734237491853782	-2.90620676085465	0.00365839621879935	0.00778240650180953	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-142_1_KX881969"	20
"512"	"sp584"	7.34748201696405	-2.14965941779923	0.793399527833782	-2.70942865780176	0.00673991984002242	0.013739120443978	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-95_1_JX514369"	16
"353"	"sp2841"	108.960473208089	-2.15408368601495	0.516012405043904	-4.17448042907354	2.98666891883669e-05	0.000107935216526299	"Sulphonamide"	"sul2_7_clust"	"sul2_20_AJ830710"	32
"18"	"sp116"	65.2962727568095	-2.15482248317372	0.683063521632594	-3.15464435580378	0.0016069385925409	0.0037791319663776	"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIe_1_EU022315"	28
"392"	"sp2954"	13.4243391310821	-2.16078785663652	0.766431991110152	-2.81928192155274	0.00481312241458072	0.0100955721668487	"Tetracycline"	"tetA(P)_1_clust"	"tetA(P)_1_AB054980"	24
"480"	"sp525"	7.4749761931617	-2.17930757747888	0.791702117590279	-2.75268630594559	0.00591085036161139	0.0122131477670381	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-20_1_AY960293"	16
"450"	"sp354"	92.7643173490671	-2.19153393920566	0.501219619579843	-4.37240254290675	1.22886677810618e-05	4.63798106575558e-05	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-454_1_LC037981"	30
"343"	"sp2831"	169.091001658607	-2.2084747786989	0.49846118399989	-4.43058526839953	9.39776773898793e-06	3.59033085865008e-05	"Sulphonamide"	"sul2_7_clust"	"sul2_9_FJ197818"	33
"14"	"sp1083"	37.5624841634357	-2.21080761052106	0.675368547545893	-3.27348322416633	0.00106230696283473	0.00264926295784712	"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-320_1_KF151169"	27
"496"	"sp545"	9.61055003193426	-2.2109277076479	0.769514991347207	-2.87314442539603	0.00406408279359583	0.00860629297467352	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-44_1_FJ437066"	19
"543"	"sp877"	52.9581477373047	-2.22155957836163	0.489918606087429	-4.53454829181397	5.77268935896813e-06	2.34923358260616e-05	"Betalactam"	"blaOXA-415_1_clust"	"blaOXA-21_1_AB626885"	31
"352"	"sp2840"	119.368121359573	-2.24027258878601	0.499348417743124	-4.48639168400942	7.24395175765764e-06	2.89560672803457e-05	"Sulphonamide"	"sul2_7_clust"	"sul2_19_AJ319822"	33
"9"	"sp1064"	142.31236691173	-2.27215130184821	0.474086774688736	-4.79269075442993	1.6455918120593e-06	7.36973175161483e-06	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-240_1_JX089628"	30
"149"	"sp2050"	8.05167502174558	-2.27998870937782	0.761184284641513	-2.99531763251208	0.00274159186459063	0.00600967209662021	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-141_1_KX537750"	18
"172"	"sp2104"	10.0091537178001	-2.28589500323472	0.688696619183186	-3.31916106390337	0.000902883363240948	0.00231533925477679	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-2b_1_U77414"	22
"209"	"sp2318"	31.0975715596582	-2.28785527208676	0.796903076762003	-2.87093291367732	0.00409262370829097	0.00864716882835292	"Polymyxin"	"mcr-5.1_1_clust"	"mcr-5.1_1_KY807921"	25
"495"	"sp544"	10.5460770353063	-2.29320947997666	0.771913347129687	-2.97081205876776	0.00297013482565778	0.0064204300157406	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-42_1_HM146927"	19
"473"	"sp515"	8.17326485457612	-2.30502392862908	0.826239702657434	-2.78977628552034	0.00527444727899409	0.010946524729797	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-7_1_DQ173300"	14
"349"	"sp2837"	85.3657555906998	-2.31243424005012	0.508850063257592	-4.54443146817399	5.50837245675288e-06	2.25145703909201e-05	"Sulphonamide"	"sul2_7_clust"	"sul2_15_FJ968160"	32
"336"	"sp2823"	322.211696609121	-2.31467619781824	0.521027723486548	-4.44252022201271	8.89112741547831e-06	3.48204822631285e-05	"Sulphonamide"	"sul1_11_clust"	"sul1_33_AJ564903"	33
"445"	"sp31"	89.9470996080025	-2.31469432929736	0.605862720295302	-3.82049307831511	0.000133185143136627	0.000435878650265324	"Aminoglycoside"	"aadA13_2_clust"	"aadA13_2_NC010643"	31
"241"	"sp2478"	166.034349159905	-2.31958208222055	0.579962347629702	-3.99953909370262	6.34659638401429e-05	0.00021523239911005	"Macrolide"	"mef(A)_4_clust"	"mef(A)_4_HG423652"	31
"398"	"sp2969"	11.9452197452412	-2.34943437812166	0.780593451242906	-3.0098053915015	0.00261415127491696	0.00580998106800173	"Tetracycline"	"tetB(P)_1"	"tetB(P)_1_NC_010937"	21
"373"	"sp2895"	273.539526343528	-2.35458083461071	0.588348836556895	-4.00201494132301	6.28053314941086e-05	0.000213766510103584	"Tetracycline"	"tet(A)_6_clust"	"tet(A)_2_X00006"	33
"311"	"sp2799"	939.844077034512	-2.35483819175626	0.498269883582356	-4.72602954612857	2.28952350146114e-06	1.00139906419048e-05	"Sulphonamide"	"sul1_11_clust"	"sul1_5_EU780013"	33
"166"	"sp2095"	8.46075456522119	-2.35673726112175	0.789649059693225	-2.98453753878632	0.00284007350574777	0.00619652401254058	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-43_1_FJ360626"	17
"369"	"sp2871"	49.6212858181376	-2.39903853623157	0.919458157611282	-2.60918728750439	0.00907575548310546	0.017729334712902	"Tetracycline"	"tet(44)_1_clust"	"tet(44)_2_FN594949"	26
"500"	"sp554"	8.7587139564023	-2.40197061233077	0.795703554378055	-3.01867523289905	0.00253882530080336	0.00568502507548312	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-55_1_HM544040"	17
"497"	"sp546"	8.79559016386777	-2.40595222318972	0.841633911721295	-2.85866834698844	0.00425423307683461	0.00896838324305675	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-45_1_FN546177"	15
"155"	"sp2057"	11.7421377214276	-2.41204472141744	0.811279482990287	-2.97313659717723	0.00294773235001507	0.00638675342503266	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-132_1_KP862820"	18
"114"	"sp1740"	179.909283877789	-2.412230017049	0.500636200871238	-4.8183291836489	1.44765387259152e-06	6.51444242666183e-06	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-246_1_EU886980"	32
"152"	"sp2053"	10.9224580286577	-2.41440050767226	0.752433049132919	-3.20879114820188	0.00133294277703813	0.00324060893326673	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-138_1_KT997883"	19
"478"	"sp522"	8.85974835808017	-2.42272497348761	0.811981394372694	-2.98371981215077	0.00284767408898517	0.00619865801695377	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-17_1_AY513266"	17
"491"	"sp536"	8.75045387102656	-2.42632842260567	0.771364313994904	-3.14550255772099	0.00165801745181784	0.00386007705136151	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-33_1_EU496816"	17
"107"	"sp17"	24.1705080708203	-2.42989672521642	0.815326323854065	-2.98027508020377	0.00287989641401191	0.00625425300119523	"Aminoglycoside"	"aac(6')-Il_1"	"aac(6')-Il_1_U13880"	22
"284"	"sp265"	86.0572896037668	-2.43027709883665	0.496440136140313	-4.89540817092548	9.81018939034498e-07	4.59116863468145e-06	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-368_1_KT736121"	32
"243"	"sp248"	32.4281366491493	-2.44527891771638	0.667335771979168	-3.66424073216431	0.000248073382433888	0.000779183509926575	"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_5_FJ012882"	26
"484"	"sp529"	11.2377687886503	-2.45921413439883	0.781478070392539	-3.14687542436547	0.00165025255602475	0.00386007705136151	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-24_1_EF415650"	19
"308"	"sp2790"	110.3580644512	-2.46352954325772	0.605503873134322	-4.06856116461408	4.73043441520893e-05	0.000166229228841651	"Aminoglycoside"	"aac(6')-IIb_1_clust"	"ARR-3_4_FM207631"	30
"545"	"sp886"	16.552014857013	-2.46605807273009	0.660391390086254	-3.73423716564202	0.000188285005307584	0.000607706086096203	"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-31_1_AF294653"	24
"330"	"sp2817"	361.245911283079	-2.47645782450906	0.498306790142559	-4.96974529245443	6.70409101303179e-07	3.30264694115671e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_27_GU562437"	33
"442"	"sp3085"	9.16728970868532	-2.48642621359377	0.88971224805091	-2.79464087297975	0.0051957398012256	0.0108071387865493	"Trimethoprim"	"dfrA7_5_clust"	"dfrA7_4_FN563072"	12
"504"	"sp558"	9.22004914397964	-2.48772106560905	0.807322588277941	-3.08144613036962	0.00205997747364345	0.00470277784226894	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-60_1_JF460794"	17
"168"	"sp2098"	11.3046085511066	-2.48954252358176	0.747258293017401	-3.33156894589832	0.000863579054382185	0.00223908585845353	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-30_1_LMYO01000054"	20
"314"	"sp2801"	482.568793536038	-2.49386227066282	0.52276798173411	-4.77049543545161	1.83773350446605e-06	8.19104076276296e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_8_JN581942"	33
"506"	"sp560"	9.27154299064294	-2.49493928176983	0.817291090799081	-3.05269359944996	0.00226797381714366	0.00512759297789	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-62_1_JF460796"	16
"147"	"sp2048"	9.06712820432165	-2.50225985800949	0.759911949415872	-3.29282867565502	0.000991848930872608	0.00249561989058269	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-143_1_KY009534"	19
"313"	"sp2800"	282.169630123355	-2.50513918508173	0.517756392345404	-4.83845148436239	1.3085462773669e-06	5.94562774570593e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_7_FJ715937"	33
"154"	"sp2056"	9.52147265583764	-2.50891484604895	0.856380643744344	-2.92967252865414	0.00339319387256146	0.00726780197875865	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-133_1_KP862819"	16
"142"	"sp2042"	12.1208505833499	-2.51132912522386	0.760701328802648	-3.30133395346729	0.000962262732822427	0.00242770328280806	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-149_1_KY624574"	21
"360"	"sp2848"	480.445674360084	-2.53148438763062	0.518036968227331	-4.88668674803866	1.02547056878262e-06	4.77532563373397e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_36_X15024"	33
"361"	"sp2849"	155.9188593924	-2.53300385690618	0.501592294721497	-5.04992577350615	4.41981769520286e-07	2.31114489536865e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_37_AF188331"	33
"461"	"sp458"	17.0441405636465	-2.53329772293164	0.86524823177613	-2.92782767984564	0.00341339167365801	0.00729437124781713	"Betalactam"	"blaSCO-1_1"	"blaSCO-1_1_EF063111"	16
"334"	"sp2821"	360.161713863402	-2.53338262783395	0.546260125274028	-4.63768543706736	3.52332460587353e-06	1.4788483547523e-05	"Sulphonamide"	"sul1_11_clust"	"sul1_31_AM040449"	33
"145"	"sp2045"	9.61839221615494	-2.53377656007931	0.823781425028965	-3.07578743959931	0.00209947456907693	0.00476968008897088	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-146_1_KX034085"	17
"452"	"sp37"	20.564347556811	-2.53431401894021	0.790539232165312	-3.20580423567169	0.0013468558429392	0.00325740094342384	"Aminoglycoside"	"aph(2'')-Ib_2_clust"	"aph(2'')-Ib_2_AF207840"	21
"274"	"sp2627"	201.671167326754	-2.53828049873992	0.516054409059735	-4.91862961381288	8.71522001081748e-07	4.14083549752546e-06	"Phenicol"	"catB3_2_clust"	"catB3_1_AJ009818"	31
"532"	"sp861"	33.8621019930492	-2.54413968304835	0.546652654668411	-4.65403334516244	3.25504127961566e-06	1.39119572498642e-05	"Betalactam"	"blaOXA-415_1_clust"	"blaOXA-3_1_L07945"	26
"140"	"sp2038"	11.8180421137369	-2.54452959697246	0.767565296244378	-3.31506597474194	0.000916214979229063	0.00233672267182126	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-153_1_MF042206"	20
